Origin,Destination
KJ28: Subang Jaya,AG07: Masjid Jamek
KJ28: Subang Jaya,KG31: Bukit Dukung
KJ28: Subang Jaya,KG13: Pusat Bandar Damansara
KJ28: Subang Jaya,KG16: Pasar Seni
KJ28: Subang Jaya,AG05: Sultan Ismail
KJ28: Subang Jaya,AG04: PWTC
KJ28: Subang Jaya,KG28: Sri Raya
KJ28: Subang Jaya,KG21: Cochrane
KJ28: Subang Jaya,KG23: Taman Pertama
KJ28: Subang Jaya,AG09: Hang Tuah
KJ28: Subang Jaya,KJ08: Damai
KJ28: Subang Jaya,KJ10: KLCC
KJ28: Subang Jaya,SP31: Putra Heights
KJ28: Subang Jaya,KJ14: Pasar Seni
KJ28: Subang Jaya,AG17: Cahaya
KJ28: Subang Jaya,MR11: Titiwangsa
KJ28: Subang Jaya,BRT06: South Quay-USJ 1
KJ28: Subang Jaya,KJ01: Gombak
KJ28: Subang Jaya,MR06: Bukit Bintang
KJ28: Subang Jaya,SP27: Bandar Puteri
KJ28: Subang Jaya,KJ04: Sri Rampai
KJ28: Subang Jaya,KG14: Semantan
KJ28: Subang Jaya,KJ13: Masjid Jamek
KJ28: Subang Jaya,KG24: Taman Midah
KJ28: Subang Jaya,KG29: Bandar Tun Hussien Onn
KJ28: Subang Jaya,KJ09: Ampang Park
KJ28: Subang Jaya,AG10: Pudu
KJ28: Subang Jaya,KJ16: Bank Rakyat Bangsar
KJ28: Subang Jaya,KJ02: Taman Melati
KJ28: Subang Jaya,KJ30: SS 18
KJ28: Subang Jaya,SP14: Bandar Tun Razak
KJ28: Subang Jaya,KJ19: Universiti
KJ28: Subang Jaya,MR05: Imbi
KJ28: Subang Jaya,MR03: Maharajalela
KJ28: Subang Jaya,KG18: Bukit Bintang
KJ28: Subang Jaya,AG01: Sentul Timur
KJ28: Subang Jaya,KG26: Taman Connaught
KJ28: Subang Jaya,KG04: Kwasa Damansara
KJ28: Subang Jaya,BRT03: Sunway Lagoon
KJ28: Subang Jaya,KG17: Merdeka
KJ28: Subang Jaya,AG03: Titiwangsa
KJ28: Subang Jaya,KG20: Tun Razak Exchange
KJ29: SS 15,SP18: Sri Petaling
KJ29: SS 15,KG10: TTDI
KJ29: SS 15,KJ36: Subang Alam
KJ29: SS 15,KG17: Merdeka
KJ29: SS 15,KJ08: Damai
KJ29: SS 15,SP13: Salak Selatan
KJ29: SS 15,SP17: Bukit Jalil
KJ29: SS 15,KG09: Bandar Utama
KJ29: SS 15,AG15: Pandan Indah
KJ29: SS 15,AG18: Ampang
KJ29: SS 15,KJ22: Taman Paramount
KJ29: SS 15,KG06: Kota Damansara
KJ29: SS 15,KG05: Kwasa Sentral
KJ29: SS 15,KJ25: Lembah Subang
KJ29: SS 15,SP27: Bandar Puteri
KJ29: SS 15,KJ12: Dang Wangi
KJ29: SS 15,AG11: Chan Sow Lin
KJ29: SS 15,KG34: Stadium Kajang
KJ29: SS 15,SP29: Puchong Prima
KJ29: SS 15,KG14: Semantan
KJ29: SS 15,KJ07: Dato' Keramat
KJ29: SS 15,KJ35: Alam Megah
KJ29: SS 15,AG04: PWTC
KJ29: SS 15,MR10: Chow Kit
KJ29: SS 15,KG16: Pasar Seni
KJ29: SS 15,KG22: Maluri
KJ29: SS 15,BRT01: Sunway-Setia Jaya
KJ29: SS 15,KG29: Bandar Tun Hussien Onn
KJ29: SS 15,KJ14: Pasar Seni
KJ29: SS 15,AG01: Sentul Timur
KJ29: SS 15,AG13: Maluri
KJ29: SS 15,MR08: Bukit Nanas
KJ29: SS 15,MR05: Imbi
KJ29: SS 15,KG30: Batu 11 Cheras
KJ29: SS 15,KJ05: Setiawangsa
KJ29: SS 15,SP19: Awan Besar
KJ29: SS 15,MR02: Tun Sambanthan
KJ29: SS 15,AG12: Miharja
KJ29: SS 15,KJ33: Wawasan
KJ29: SS 15,KG33: Sungai Jernih
KJ29: SS 15,SP20: Muhibbah
KJ29: SS 15,MR07: Raja Chulan
KJ29: SS 15,KJ10: KLCC
KJ29: SS 15,KJ21: Asia Jaya
KJ29: SS 15,KJ03: Wangsa Maju
KJ29: SS 15,KG31: Bukit Dukung
KJ29: SS 15,KJ17: Abdullah Hukum
KJ29: SS 15,KJ30: SS 18
KJ29: SS 15,AG05: Sultan Ismail
KJ29: SS 15,KJ20: Taman Jaya
KJ29: SS 15,AG08: Plaza Rakyat
KJ29: SS 15,KJ19: Universiti
KJ29: SS 15,KJ06: Jelatek
KJ29: SS 15,AG16: Cempaka
KJ29: SS 15,KG21: Cochrane
KJ29: SS 15,AG17: Cahaya
KJ29: SS 15,KG20: Tun Razak Exchange
KJ29: SS 15,KG12: Phileo Damansara
KJ29: SS 15,KJ01: Gombak
KJ29: SS 15,KJ18: Kerinchi
KJ29: SS 15,KJ34: USJ 21
KJ29: SS 15,BRT04: SunMed
KJ29: SS 15,KJ13: Masjid Jamek
KJ29: SS 15,KG25: Taman Mutiara
KJ29: SS 15,MR03: Maharajalela
KJ29: SS 15,BRT06: South Quay-USJ 1
KJ29: SS 15,KJ31: USJ 7
KJ29: SS 15,AG07: Masjid Jamek
KJ29: SS 15,KG18: Bukit Bintang
KJ29: SS 15,SP25: Pusat Bandar Puchong
KJ29: SS 15,AG14: Pandan Jaya
KJ29: SS 15,AG02: Sentul
KJ29: SS 15,MR06: Bukit Bintang
KJ29: SS 15,SP28: Puchong Perdana
KJ29: SS 15,SP31: Putra Heights
KJ29: SS 15,SP15: Bandar Tasik Selatan
KJ29: SS 15,KJ09: Ampang Park
KJ29: SS 15,KG23: Taman Pertama
KJ29: SS 15,AG03: Titiwangsa
KJ29: SS 15,KJ11: Kampung Baru
KJ29: SS 15,KG35: Kajang
KJ29: SS 15,PYL03: Kampung Selamat
KJ29: SS 15,KJ32: Taipan
KJ29: SS 15,PYL04: Sungai Buloh
KJ29: SS 15,KG08: Mutiara Damansara
KJ29: SS 15,A0: All Stations
KJ29: SS 15,BRT05: SunU-Monash
KJ29: SS 15,KG26: Taman Connaught
KJ29: SS 15,KJ27: Cgc Glenmarie
KJ29: SS 15,SP24: IOI Puchong Jaya
KJ29: SS 15,KJ15: KL Sentral
KJ29: SS 15,KJ29: SS 15
KJ29: SS 15,KG28: Sri Raya
KJ29: SS 15,MR11: Titiwangsa
KJ29: SS 15,AG06: Bandaraya
KJ29: SS 15,KJ02: Taman Melati
KJ29: SS 15,MR01: KL Sentral
KJ29: SS 15,SP16: Sungai Besi
KJ29: SS 15,BRT03: Sunway Lagoon
KJ29: SS 15,KJ26: Ara Damansara
KJ29: SS 15,KG04: Kwasa Damansara
KJ29: SS 15,SP12: Cheras
KJ29: SS 15,KJ28: Subang Jaya
KJ29: SS 15,SP22: Kinrara
KJ29: SS 15,SP21: Alam Sutera
KJ29: SS 15,KJ24: Kelana Jaya
KJ29: SS 15,MR04: Hang Tuah
KJ29: SS 15,KG15: Muzium Negara
KJ29: SS 15,MR09: Medan Tuanku
KJ29: SS 15,KG07: Surian
KJ29: SS 15,KG13: Pusat Bandar Damansara
KJ29: SS 15,SP26: Taman Perindustrian Puchong
KJ29: SS 15,KJ23: Taman Bahagia
KJ29: SS 15,AG10: Pudu
KJ29: SS 15,SP14: Bandar Tun Razak
KJ29: SS 15,KJ04: Sri Rampai
KJ29: SS 15,BRT02: Mentari
KJ29: SS 15,AG09: Hang Tuah
KJ29: SS 15,KJ16: Bank Rakyat Bangsar
KJ29: SS 15,KG24: Taman Midah
KJ30: SS 18,KG16: Pasar Seni
KJ30: SS 18,SP28: Puchong Perdana
KJ30: SS 18,SP18: Sri Petaling
KJ30: SS 18,KJ29: SS 15
KJ30: SS 18,BRT04: SunMed
KJ30: SS 18,KJ16: Bank Rakyat Bangsar
KJ30: SS 18,SP31: Putra Heights
KJ30: SS 18,KJ13: Masjid Jamek
KJ30: SS 18,KJ33: Wawasan
KJ30: SS 18,KG35: Kajang
KJ30: SS 18,KJ12: Dang Wangi
KJ30: SS 18,KG08: Mutiara Damansara
KJ30: SS 18,KG18: Bukit Bintang
KJ30: SS 18,BRT01: Sunway-Setia Jaya
KJ30: SS 18,KJ07: Dato' Keramat
KJ30: SS 18,KJ05: Setiawangsa
KJ30: SS 18,SP12: Cheras
KJ30: SS 18,AG06: Bandaraya
KJ30: SS 18,AG08: Plaza Rakyat
KJ30: SS 18,KJ27: Cgc Glenmarie
KJ30: SS 18,SP14: Bandar Tun Razak
KJ30: SS 18,KJ06: Jelatek
KJ30: SS 18,KJ20: Taman Jaya
KJ30: SS 18,KG28: Sri Raya
KJ30: SS 18,KJ26: Ara Damansara
KJ30: SS 18,KJ22: Taman Paramount
KJ30: SS 18,KJ24: Kelana Jaya
KJ30: SS 18,KG27: Taman Suntex
KJ30: SS 18,KG20: Tun Razak Exchange
KJ30: SS 18,KG31: Bukit Dukung
KJ30: SS 18,KJ23: Taman Bahagia
KJ30: SS 18,MR09: Medan Tuanku
KJ30: SS 18,KJ15: KL Sentral
KJ30: SS 18,SP15: Bandar Tasik Selatan
KJ30: SS 18,KG15: Muzium Negara
KJ30: SS 18,SP25: Pusat Bandar Puchong
KJ30: SS 18,SP22: Kinrara
KJ30: SS 18,MR04: Hang Tuah
KJ30: SS 18,KJ35: Alam Megah
KJ30: SS 18,KJ19: Universiti
KJ30: SS 18,SP19: Awan Besar
KJ30: SS 18,PYL04: Sungai Buloh
KJ30: SS 18,KJ04: Sri Rampai
KJ30: SS 18,KJ09: Ampang Park
KJ30: SS 18,KG17: Merdeka
KJ30: SS 18,KG24: Taman Midah
KJ30: SS 18,AG13: Maluri
KJ30: SS 18,KG23: Taman Pertama
KJ30: SS 18,AG14: Pandan Jaya
KJ30: SS 18,KG29: Bandar Tun Hussien Onn
KJ30: SS 18,KJ34: USJ 21
KJ30: SS 18,AG05: Sultan Ismail
KJ30: SS 18,KJ30: SS 18
KJ30: SS 18,KG04: Kwasa Damansara
KJ30: SS 18,KJ14: Pasar Seni
KJ30: SS 18,KG21: Cochrane
KJ30: SS 18,SP13: Salak Selatan
KJ30: SS 18,KJ01: Gombak
KJ30: SS 18,SP29: Puchong Prima
KJ30: SS 18,KG22: Maluri
KJ30: SS 18,KG30: Batu 11 Cheras
KJ30: SS 18,KJ21: Asia Jaya
KJ30: SS 18,AG07: Masjid Jamek
KJ30: SS 18,KG26: Taman Connaught
KJ30: SS 18,KJ02: Taman Melati
KJ30: SS 18,MR02: Tun Sambanthan
KJ30: SS 18,KG06: Kota Damansara
KJ30: SS 18,MR10: Chow Kit
KJ30: SS 18,PYL03: Kampung Selamat
KJ30: SS 18,MR06: Bukit Bintang
KJ30: SS 18,SP21: Alam Sutera
KJ30: SS 18,KG34: Stadium Kajang
KJ30: SS 18,MR01: KL Sentral
KJ30: SS 18,SP26: Taman Perindustrian Puchong
KJ30: SS 18,BRT05: SunU-Monash
KJ30: SS 18,SP20: Muhibbah
KJ30: SS 18,AG09: Hang Tuah
KJ30: SS 18,KJ10: KLCC
KJ30: SS 18,AG01: Sentul Timur
KJ30: SS 18,AG02: Sentul
KJ30: SS 18,KG07: Surian
KJ30: SS 18,MR07: Raja Chulan
KJ30: SS 18,KJ32: Taipan
KJ30: SS 18,MR11: Titiwangsa
KJ30: SS 18,SP17: Bukit Jalil
KJ30: SS 18,AG15: Pandan Indah
KJ30: SS 18,AG17: Cahaya
KJ30: SS 18,KJ03: Wangsa Maju
KJ30: SS 18,KG12: Phileo Damansara
KJ30: SS 18,KG05: Kwasa Sentral
KJ30: SS 18,KJ18: Kerinchi
KJ30: SS 18,KJ28: Subang Jaya
KJ30: SS 18,AG03: Titiwangsa
KJ30: SS 18,KG09: Bandar Utama
KJ30: SS 18,KJ11: Kampung Baru
KJ30: SS 18,KJ17: Abdullah Hukum
KJ30: SS 18,SP27: Bandar Puteri
KJ30: SS 18,AG12: Miharja
KJ30: SS 18,SP16: Sungai Besi
KJ30: SS 18,AG18: Ampang
KJ30: SS 18,KJ36: Subang Alam
KJ30: SS 18,MR08: Bukit Nanas
KJ30: SS 18,KJ25: Lembah Subang
KJ30: SS 18,KG25: Taman Mutiara
KJ30: SS 18,KG13: Pusat Bandar Damansara
KJ30: SS 18,BRT02: Mentari
KJ30: SS 18,A0: All Stations
KJ30: SS 18,KJ31: USJ 7
KJ30: SS 18,KG14: Semantan
KJ30: SS 18,SP24: IOI Puchong Jaya
KJ30: SS 18,AG04: PWTC
KJ30: SS 18,KJ08: Damai
KJ30: SS 18,BRT06: South Quay-USJ 1
KJ30: SS 18,KG10: TTDI
KJ30: SS 18,AG11: Chan Sow Lin
KJ30: SS 18,AG10: Pudu
KJ30: SS 18,MR05: Imbi
KJ30: SS 18,AG16: Cempaka
KJ30: SS 18,KG33: Sungai Jernih
KJ31: USJ 7,KJ14: Pasar Seni
KJ31: USJ 7,KG12: Phileo Damansara
KJ31: USJ 7,SP13: Salak Selatan
KJ31: USJ 7,BRT02: Mentari
KJ31: USJ 7,KG21: Cochrane
KJ31: USJ 7,MR02: Tun Sambanthan
KJ31: USJ 7,SP24: IOI Puchong Jaya
KJ31: USJ 7,SP20: Muhibbah
KJ31: USJ 7,PYL04: Sungai Buloh
KJ31: USJ 7,KJ05: Setiawangsa
KJ31: USJ 7,MR07: Raja Chulan
KJ31: USJ 7,SP19: Awan Besar
KJ31: USJ 7,KJ17: Abdullah Hukum
KJ31: USJ 7,KG25: Taman Mutiara
KJ31: USJ 7,MR10: Chow Kit
KJ31: USJ 7,KG15: Muzium Negara
KJ31: USJ 7,MR05: Imbi
KJ31: USJ 7,AG17: Cahaya
KJ31: USJ 7,KG06: Kota Damansara
KJ31: USJ 7,KJ19: Universiti
KJ31: USJ 7,KG05: Kwasa Sentral
KJ31: USJ 7,KG35: Kajang
KJ31: USJ 7,KJ30: SS 18
KJ31: USJ 7,KJ29: SS 15
KJ31: USJ 7,AG18: Ampang
KJ31: USJ 7,AG02: Sentul
KJ31: USJ 7,KG17: Merdeka
KJ31: USJ 7,SP18: Sri Petaling
KJ31: USJ 7,A0: All Stations
KJ31: USJ 7,KG13: Pusat Bandar Damansara
KJ31: USJ 7,AG01: Sentul Timur
KJ31: USJ 7,KJ12: Dang Wangi
KJ31: USJ 7,SP16: Sungai Besi
KJ31: USJ 7,AG05: Sultan Ismail
KJ31: USJ 7,KJ10: KLCC
KJ31: USJ 7,KJ23: Taman Bahagia
KJ31: USJ 7,MR11: Titiwangsa
KJ31: USJ 7,KJ02: Taman Melati
KJ31: USJ 7,KJ20: Taman Jaya
KJ31: USJ 7,KG04: Kwasa Damansara
KJ31: USJ 7,SP31: Putra Heights
KJ31: USJ 7,KJ34: USJ 21
KJ31: USJ 7,AG12: Miharja
KJ31: USJ 7,KJ04: Sri Rampai
KJ31: USJ 7,MR03: Maharajalela
KJ31: USJ 7,AG14: Pandan Jaya
KJ31: USJ 7,KJ13: Masjid Jamek
KJ31: USJ 7,KJ33: Wawasan
KJ31: USJ 7,KG33: Sungai Jernih
KJ31: USJ 7,KG29: Bandar Tun Hussien Onn
KJ31: USJ 7,SP17: Bukit Jalil
KJ31: USJ 7,BRT03: Sunway Lagoon
KJ31: USJ 7,SP28: Puchong Perdana
KJ31: USJ 7,KJ24: Kelana Jaya
KJ31: USJ 7,MR01: KL Sentral
KJ31: USJ 7,BRT04: SunMed
KJ31: USJ 7,KG22: Maluri
KJ31: USJ 7,KJ35: Alam Megah
KJ31: USJ 7,KJ32: Taipan
KJ31: USJ 7,KJ18: Kerinchi
KJ31: USJ 7,SP15: Bandar Tasik Selatan
KJ31: USJ 7,KG10: TTDI
KJ31: USJ 7,KJ27: Cgc Glenmarie
KJ31: USJ 7,BRT05: SunU-Monash
KJ31: USJ 7,PYL03: Kampung Selamat
KJ31: USJ 7,AG16: Cempaka
KJ31: USJ 7,KJ06: Jelatek
KJ31: USJ 7,KG14: Semantan
KJ31: USJ 7,KG09: Bandar Utama
KJ31: USJ 7,KJ03: Wangsa Maju
KJ31: USJ 7,MR06: Bukit Bintang
KJ31: USJ 7,SP27: Bandar Puteri
KJ31: USJ 7,KJ09: Ampang Park
KJ31: USJ 7,KJ11: Kampung Baru
KJ31: USJ 7,KG30: Batu 11 Cheras
KJ31: USJ 7,AG13: Maluri
KJ31: USJ 7,SP29: Puchong Prima
KJ31: USJ 7,KJ31: USJ 7
KJ31: USJ 7,KG34: Stadium Kajang
KJ31: USJ 7,KJ01: Gombak
KJ31: USJ 7,SP25: Pusat Bandar Puchong
KJ31: USJ 7,SP12: Cheras
KJ31: USJ 7,BRT01: Sunway-Setia Jaya
KJ31: USJ 7,AG06: Bandaraya
KJ31: USJ 7,AG03: Titiwangsa
KJ31: USJ 7,KJ08: Damai
KJ31: USJ 7,KJ07: Dato' Keramat
KJ31: USJ 7,KJ28: Subang Jaya
KJ31: USJ 7,KG23: Taman Pertama
KJ31: USJ 7,KJ26: Ara Damansara
KJ31: USJ 7,SP22: Kinrara
KJ31: USJ 7,AG09: Hang Tuah
KJ31: USJ 7,AG07: Masjid Jamek
KJ31: USJ 7,SP26: Taman Perindustrian Puchong
KJ31: USJ 7,KG31: Bukit Dukung
KJ31: USJ 7,KG27: Taman Suntex
KJ31: USJ 7,SP14: Bandar Tun Razak
KJ31: USJ 7,KJ16: Bank Rakyat Bangsar
KJ31: USJ 7,MR09: Medan Tuanku
KJ31: USJ 7,KG16: Pasar Seni
KJ31: USJ 7,SP21: Alam Sutera
KJ31: USJ 7,KG18: Bukit Bintang
KJ31: USJ 7,MR08: Bukit Nanas
KJ31: USJ 7,KJ36: Subang Alam
KJ31: USJ 7,KJ25: Lembah Subang
KJ31: USJ 7,KG20: Tun Razak Exchange
KJ31: USJ 7,KG07: Surian
KJ31: USJ 7,KG28: Sri Raya
KJ31: USJ 7,KJ22: Taman Paramount
KJ31: USJ 7,AG10: Pudu
KJ31: USJ 7,AG15: Pandan Indah
KJ31: USJ 7,BRT06: South Quay-USJ 1
KJ31: USJ 7,MR04: Hang Tuah
KJ31: USJ 7,AG11: Chan Sow Lin
KJ31: USJ 7,AG04: PWTC
KJ31: USJ 7,KJ21: Asia Jaya
KJ31: USJ 7,AG08: Plaza Rakyat
KJ31: USJ 7,KG08: Mutiara Damansara
KJ31: USJ 7,KG24: Taman Midah
KJ31: USJ 7,KG26: Taman Connaught
KJ32: Taipan,AG06: Bandaraya
KJ32: Taipan,SP24: IOI Puchong Jaya
KJ32: Taipan,AG16: Cempaka
KJ32: Taipan,SP26: Taman Perindustrian Puchong
KJ32: Taipan,KJ14: Pasar Seni
KJ32: Taipan,MR03: Maharajalela
KJ32: Taipan,AG05: Sultan Ismail
KJ32: Taipan,AG03: Titiwangsa
KJ32: Taipan,PYL04: Sungai Buloh
KJ32: Taipan,MR10: Chow Kit
KJ32: Taipan,SP14: Bandar Tun Razak
KJ32: Taipan,KG18: Bukit Bintang
KJ32: Taipan,KJ01: Gombak
KJ32: Taipan,MR05: Imbi
KJ32: Taipan,KJ03: Wangsa Maju
KJ32: Taipan,KJ29: SS 15
KJ32: Taipan,KJ33: Wawasan
KJ32: Taipan,KJ25: Lembah Subang
KJ32: Taipan,KG12: Phileo Damansara
KJ32: Taipan,AG02: Sentul
KJ32: Taipan,SP13: Salak Selatan
KJ32: Taipan,KG08: Mutiara Damansara
KJ32: Taipan,KJ09: Ampang Park
KJ32: Taipan,MR09: Medan Tuanku
KJ32: Taipan,AG13: Maluri
KJ32: Taipan,MR07: Raja Chulan
KJ32: Taipan,SP27: Bandar Puteri
KJ32: Taipan,MR11: Titiwangsa
KJ32: Taipan,KJ21: Asia Jaya
KJ32: Taipan,KJ05: Setiawangsa
KJ32: Taipan,BRT01: Sunway-Setia Jaya
KJ32: Taipan,KG09: Bandar Utama
KJ32: Taipan,KJ19: Universiti
KJ32: Taipan,SP17: Bukit Jalil
KJ32: Taipan,SP22: Kinrara
KJ32: Taipan,BRT03: Sunway Lagoon
KJ32: Taipan,KG27: Taman Suntex
KJ32: Taipan,KG35: Kajang
KJ32: Taipan,KG05: Kwasa Sentral
KJ32: Taipan,AG01: Sentul Timur
KJ32: Taipan,SP12: Cheras
KJ32: Taipan,KJ23: Taman Bahagia
KJ32: Taipan,SP29: Puchong Prima
KJ32: Taipan,SP31: Putra Heights
KJ32: Taipan,SP19: Awan Besar
KJ32: Taipan,KJ20: Taman Jaya
KJ32: Taipan,KG33: Sungai Jernih
KJ32: Taipan,KG34: Stadium Kajang
KJ32: Taipan,KJ31: USJ 7
KJ32: Taipan,KJ12: Dang Wangi
KJ32: Taipan,A0: All Stations
KJ32: Taipan,MR02: Tun Sambanthan
KJ32: Taipan,KJ34: USJ 21
KJ32: Taipan,KJ18: Kerinchi
KJ32: Taipan,KG22: Maluri
KJ32: Taipan,KJ11: Kampung Baru
KJ32: Taipan,SP15: Bandar Tasik Selatan
KJ32: Taipan,KJ24: Kelana Jaya
KJ32: Taipan,AG15: Pandan Indah
KJ32: Taipan,BRT05: SunU-Monash
KJ32: Taipan,BRT04: SunMed
KJ32: Taipan,KJ06: Jelatek
KJ32: Taipan,AG09: Hang Tuah
KJ32: Taipan,KJ35: Alam Megah
KJ32: Taipan,KJ10: KLCC
KJ32: Taipan,PYL03: Kampung Selamat
KJ32: Taipan,KG14: Semantan
KJ32: Taipan,AG07: Masjid Jamek
KJ32: Taipan,KJ22: Taman Paramount
KJ32: Taipan,SP20: Muhibbah
KJ32: Taipan,KG15: Muzium Negara
KJ32: Taipan,BRT06: South Quay-USJ 1
KJ32: Taipan,KG16: Pasar Seni
KJ32: Taipan,KG04: Kwasa Damansara
KJ32: Taipan,KG24: Taman Midah
KJ32: Taipan,KJ26: Ara Damansara
KJ32: Taipan,KJ07: Dato' Keramat
KJ32: Taipan,KJ15: KL Sentral
KJ32: Taipan,AG18: Ampang
KJ32: Taipan,KG07: Surian
KJ32: Taipan,MR06: Bukit Bintang
KJ32: Taipan,AG17: Cahaya
KJ32: Taipan,SP28: Puchong Perdana
KJ32: Taipan,SP18: Sri Petaling
KJ32: Taipan,KG10: TTDI
KJ32: Taipan,KG25: Taman Mutiara
KJ32: Taipan,MR01: KL Sentral
KJ32: Taipan,KJ28: Subang Jaya
KJ32: Taipan,KG06: Kota Damansara
KJ32: Taipan,SP25: Pusat Bandar Puchong
KJ32: Taipan,AG04: PWTC
KJ32: Taipan,KG29: Bandar Tun Hussien Onn
KJ32: Taipan,KG23: Taman Pertama
KJ32: Taipan,AG08: Plaza Rakyat
KJ32: Taipan,KJ04: Sri Rampai
KJ32: Taipan,AG14: Pandan Jaya
KJ32: Taipan,KJ16: Bank Rakyat Bangsar
KJ32: Taipan,SP21: Alam Sutera
KJ32: Taipan,BRT02: Mentari
KJ32: Taipan,KG26: Taman Connaught
KJ32: Taipan,KJ08: Damai
KJ32: Taipan,KG30: Batu 11 Cheras
KJ32: Taipan,KG28: Sri Raya
KJ32: Taipan,AG12: Miharja
KJ32: Taipan,KJ27: Cgc Glenmarie
KJ32: Taipan,SP16: Sungai Besi
KJ32: Taipan,KG31: Bukit Dukung
KJ32: Taipan,KG21: Cochrane
KJ32: Taipan,KG13: Pusat Bandar Damansara
KJ32: Taipan,KJ30: SS 18
KJ32: Taipan,KJ32: Taipan
KJ32: Taipan,KJ36: Subang Alam
KJ32: Taipan,KJ17: Abdullah Hukum
KJ32: Taipan,KJ13: Masjid Jamek
KJ32: Taipan,KJ02: Taman Melati
KJ32: Taipan,AG11: Chan Sow Lin
KJ32: Taipan,MR08: Bukit Nanas
KJ32: Taipan,MR04: Hang Tuah
KJ32: Taipan,KG17: Merdeka
KJ32: Taipan,AG10: Pudu
KJ33: Wawasan,KJ03: Wangsa Maju
KJ33: Wawasan,KG20: Tun Razak Exchange
KJ33: Wawasan,KJ22: Taman Paramount
KJ33: Wawasan,KG33: Sungai Jernih
KJ33: Wawasan,KJ08: Damai
KJ33: Wawasan,KJ21: Asia Jaya
KJ33: Wawasan,KJ34: USJ 21
KJ33: Wawasan,KJ10: KLCC
KJ33: Wawasan,A0: All Stations
KJ33: Wawasan,SP27: Bandar Puteri
KJ33: Wawasan,BRT05: SunU-Monash
KJ33: Wawasan,AG14: Pandan Jaya
KJ33: Wawasan,KJ11: Kampung Baru
KJ33: Wawasan,AG03: Titiwangsa
KJ33: Wawasan,AG09: Hang Tuah
KJ33: Wawasan,AG17: Cahaya
KJ33: Wawasan,KG17: Merdeka
KJ33: Wawasan,KJ26: Ara Damansara
KJ33: Wawasan,KG16: Pasar Seni
KJ33: Wawasan,SP20: Muhibbah
KJ33: Wawasan,KJ32: Taipan
KJ33: Wawasan,AG07: Masjid Jamek
KJ33: Wawasan,KJ18: Kerinchi
KJ33: Wawasan,AG02: Sentul
KJ33: Wawasan,KJ24: Kelana Jaya
KJ33: Wawasan,KJ30: SS 18
KJ33: Wawasan,MR07: Raja Chulan
KJ33: Wawasan,BRT03: Sunway Lagoon
KJ33: Wawasan,BRT04: SunMed
KJ33: Wawasan,SP21: Alam Sutera
KJ33: Wawasan,KJ19: Universiti
KJ33: Wawasan,MR11: Titiwangsa
KJ33: Wawasan,BRT02: Mentari
KJ33: Wawasan,KG25: Taman Mutiara
KJ33: Wawasan,KJ35: Alam Megah
KJ33: Wawasan,MR04: Hang Tuah
KJ33: Wawasan,KG27: Taman Suntex
KJ33: Wawasan,KG23: Taman Pertama
KJ33: Wawasan,KG18: Bukit Bintang
KJ33: Wawasan,KJ20: Taman Jaya
KJ33: Wawasan,KJ23: Taman Bahagia
KJ33: Wawasan,AG08: Plaza Rakyat
KJ33: Wawasan,KJ36: Subang Alam
KJ33: Wawasan,KG29: Bandar Tun Hussien Onn
KJ33: Wawasan,KJ12: Dang Wangi
KJ33: Wawasan,KG35: Kajang
KJ33: Wawasan,KJ27: Cgc Glenmarie
KJ33: Wawasan,SP13: Salak Selatan
KJ33: Wawasan,KJ31: USJ 7
KJ33: Wawasan,PYL03: Kampung Selamat
KJ33: Wawasan,KG26: Taman Connaught
KJ33: Wawasan,PYL04: Sungai Buloh
KJ33: Wawasan,AG18: Ampang
KJ33: Wawasan,KG06: Kota Damansara
KJ33: Wawasan,KG09: Bandar Utama
KJ33: Wawasan,MR10: Chow Kit
KJ33: Wawasan,KG13: Pusat Bandar Damansara
KJ33: Wawasan,MR02: Tun Sambanthan
KJ33: Wawasan,SP14: Bandar Tun Razak
KJ33: Wawasan,SP25: Pusat Bandar Puchong
KJ33: Wawasan,KG31: Bukit Dukung
KJ33: Wawasan,KJ17: Abdullah Hukum
KJ33: Wawasan,KJ25: Lembah Subang
KJ33: Wawasan,BRT06: South Quay-USJ 1
KJ33: Wawasan,KJ06: Jelatek
KJ33: Wawasan,KJ28: Subang Jaya
KJ33: Wawasan,KJ02: Taman Melati
KJ33: Wawasan,AG06: Bandaraya
KJ33: Wawasan,AG16: Cempaka
KJ33: Wawasan,KJ04: Sri Rampai
KJ33: Wawasan,SP24: IOI Puchong Jaya
KJ33: Wawasan,KJ16: Bank Rakyat Bangsar
KJ33: Wawasan,SP29: Puchong Prima
KJ33: Wawasan,KG24: Taman Midah
KJ33: Wawasan,SP19: Awan Besar
KJ33: Wawasan,KJ09: Ampang Park
KJ33: Wawasan,KG34: Stadium Kajang
KJ33: Wawasan,SP15: Bandar Tasik Selatan
KJ33: Wawasan,MR01: KL Sentral
KJ33: Wawasan,KJ05: Setiawangsa
KJ33: Wawasan,KG15: Muzium Negara
KJ33: Wawasan,AG15: Pandan Indah
KJ33: Wawasan,KJ01: Gombak
KJ33: Wawasan,MR09: Medan Tuanku
KJ33: Wawasan,KJ14: Pasar Seni
KJ33: Wawasan,AG13: Maluri
KJ33: Wawasan,SP31: Putra Heights
KJ33: Wawasan,AG11: Chan Sow Lin
KJ33: Wawasan,KG04: Kwasa Damansara
KJ33: Wawasan,KG08: Mutiara Damansara
KJ33: Wawasan,SP22: Kinrara
